dead [1.7655659209956867]
dead [5.468609676436296]
dead [9.340676285171371 25.313427767434945 33.04043666352829]
dead [7.003122995813504 23.67588440801949]
alive [7.094111589668774 34.620587071107835]
alive [2.5492525727396034 11.528297416000049 48.99970233186234]
alive [8.000125017555108 18.61451753249946]
alive [4.486082110700015 15.769726989116261 47.61956767606563]
alive [6.639622443297514 23.817343859015512 40.708224883640746]
alive [8.081450163313658 40.04247565773618]
alive [8.075562026503235 25.940246562300842 48.937212677955415]
alive [7.4079141825677395 31.114940825924837 39.797586964000885]
alive [7.794277585891261 32.40168062831156]
alive [3.537288964903497 22.587408373733794]
alive [7.872741601853468 32.47307881074565]
alive [4.34388059906754 37.35007252266365]
alive [6.197217260879084 26.753176586590595 41.72880196960704 48.085136594211335]
alive [5.340280646209169 34.990590580691105]
alive [6.450970657603084 12.374613591297765 37.69579167286761]
alive [5.708225895974257]
alive [8.253468327180286 35.43971272939657]
alive [3.706904492156194 14.42688172377305 22.041440177862096]
alive [3.8527841883002862 14.770443629962982 33.690235649851275]
alive [0 9.95054094309869 35.36956393767215 47.394811195672844]
alive [5.754107851933097 32.37235737609249 43.56098604355773]
alive [7.427621068780816 32.06880354788644]
alive [7.251143926086882 24.62089823362278 33.57720211967516 47.726444174418816]
alive [8.384612589802334 15.432793459718765 35.90512216308253]
alive [7.495161223528054 28.26651107358765]
alive [8.668731640190336 16.20948701259057]
alive [5.2134070008334525 12.060103904188239 17.705897649197468 33.81414746924075]
alive [5.639450718778051 42.15189258517206 44.616833760348875]
alive [5.738451633663028 42.439299262119555]
alive [5.788270529364372]
alive [7.7233536444518345 24.092221699043186]
alive [2.2140568569471086 39.73623453023187]
alive [7.1691701078121435 35.75120511433694]
alive [5.262791494283492 32.12961679806727 43.2797885589512]
alive [7.887030521718708 25.445680016937505]
alive [0.9810050076511845 25.348787482412444]
alive [5.4904610763501145 49.04960150573185]
alive [6.410078171304456 32.78702753765783 46.68975518062415]
alive [5.857170390460731 21.175644159809753 37.21016191767155]
alive [8.02407759102237 26.610806809635072]
alive [7.128886521115397 20.978094289073873 49.92061193294975]
alive [6.084014410437899 27.915853710860098]
alive [7.751256799996181 20.478091489773895]
alive [7.800236963075206 24.382281659511712]
alive [1.5991173980461222 40.09619812011895 48.70453355033461]
alive [9.337881351335922]
alive [3.372793339786457 23.735591323748103]
alive [5.8823348112443306 23.753963140013358]
alive [5.553324253243116 41.53959733890387]
alive [7.327999495363541 20.878425360974493 31.869542548681054 37.70790739793301]
alive [3.507142852426881 21.257526826469025]
alive [7.341374481694852 29.026564397064362 48.62024651480133]
alive [6.113279109536142 12.62840773514666 31.901377987865455]
alive [5.602589815143931 20.34241267727415 38.99593522122899]
alive [4.376382647488087 44.483347288133245]
alive [7.25997686635051 36.60875080840873]
alive [4.895726631691011 9.56464180370174 46.08372477404307]
alive [4.163071769336252 15.64842644635305 25.339107657094203 28.117635286029913 40.269268207507544]
alive [0.6124898464225405 20.54332072206237]
alive [8.019588220915164 43.14402561670442]
alive [7.332599246551948 31.697532090147558 45.79090640071549]
alive [6.420866072485769 14.027779896329138 47.71326268673466]
alive [5.241775181271637 30.35493181557643]
alive [3.803516470696459 23.896541957710866 45.66205366812503]
alive [7.142584751964873 30.819186036794274 45.793730543934814]
alive [8.338280491737148 24.670728120190013]
alive [6.9736765710279665 40.82027857110564 47.01622190807432]
alive [7.483320066799722 24.90637345902965 41.51014758224349]
alive [2.716250853842856 18.670559879224164 45.93387254874383]
alive [7.679568291958187 42.7433610929088]
alive [2.6487315609026236 22.16911337525322]
alive [7.4816755566661 17.605551918732704 28.908230758800208]
alive [4.411542825181843 18.736533296692524]
alive [6.765626151391211 33.759217238361614]
alive [5.85695791533767 37.35424537834014]
alive [3.245735854357501 11.690590536441544 37.35533984114462]
alive [1.9226716769081875 10.259615569188858 25.515957751286308 49.193676875187556]
alive [6.39910179324593 31.680768152709064]
alive [6.915777982319214 19.07450183309104 23.737784501120824]
alive [6.592341831527774 42.27233286554171]
alive [7.110399152736967 15.48893592527661 40.158887684324725]
alive [6.196946622078362 8.95786665542143 48.971510187101956]
alive [8.551279202793852 16.66418028256469 35.32760167885127]
alive [5.910407938465195]
alive [6.753806497011931 31.769870906485735 41.87665112026183]
alive [7.947449823206073 28.44293717096281 43.80908634683972]
alive [5.87116893468663 25.586532167356552 36.90358959541996]
alive [1.6766558507651403]
alive [7.261920091905554 30.961821087398892]
alive [2.3294451619102485 23.87324189313379 41.58894762882768]
alive [7.106254210828114 32.91764335266488]
alive [6.330400995964101 35.389816976385696]
alive [7.654068557038145]
alive [8.89757572980759]
alive [5.996214067072444 16.609408930878185 35.878451707857025 45.08871074912408]
alive [7.111303770493993 28.895616786114534 42.30554203781086]
alive [7.747679412280668 47.14568560107411]
alive [4.786390219677744 40.911208546270046]
alive [7.464489193942606 23.221404879949755 43.21461104469313 45.48103938454759]
alive [6.711617303827333 32.09998399945874]
alive [7.162106447688582 12.432656320393217 32.59038942973474]
alive [4.653710244574993 24.44733149431147 38.134238366543954]
alive [7.097711812276387 30.3143400483297]
alive [7.009409372385686 35.013754211269514 39.07714185499547]
alive [9.542424865139754 46.851313971382524]
alive [5.702432175489299 28.374227636071875]
alive [6.448164325696865 13.569775948378815 36.785154375854866 48.307465701454426]
alive [5.683290752217016 18.905067282681838 45.62443915311882]
alive [6.244050746844584 17.48435392892039 24.9773617869941 35.27915428546903]
alive [5.938238218394363 17.98124708667453]
alive [3.662638337025045 31.14129672230338 45.561007159582395]
alive [5.877840071399779 11.807276616559657 36.41912711153896]
alive [6.703073498372322 28.676701924368192]
alive [9.28179507798487 42.090266696223786]
alive [1.0528183820422754 26.025183422871198]
alive [7.728279709067102 42.89637340077211]
alive [6.318523697979799 32.91672696025035]
alive [6.469260442577818 38.84319756695487]
alive [8.659765445433573 39.14429156454394 47.19290141518583]
alive [4.859776760756811 24.363919976081178 34.34334868121809 38.77139832093106 45.07403804721076 48.801855318644094]
alive [1.3111030248739337 38.72110900314687]
alive [6.793848800443756 15.44846493028399]
alive [7.7763237971819095 28.029602191226857]
alive [2.489997887286927 24.228503370653314 43.63608873313668]
alive [8.469258724441053 24.261174513253827]
alive [6.5479994174453955 14.351903171164555 42.652408799109814]
alive [8.080931759752762 15.474166200839043 41.70884998786825]
alive [7.319189798810988 44.78818302992004]
alive [3.78774418587962]
alive [1.8630060936410886 17.813283688818547 31.06347183508494 48.02613017780256]
alive [5.669473432800785 33.89062161807538 38.447893908990736]
alive [6.472951603642149]
alive [7.837322683407646 39.450259884230576]
alive [4.8247150791484055 30.227783449185342]
alive [6.63557396846392 15.241980363204458 21.54940772266789 41.96689315216478]
alive [7.445110314987694 25.835017277535304 43.86223504302782]
alive [6.539622397221535 35.92509548728137 47.8178767762672]
alive [7.368147428682728 21.69053110127561 32.99422611633479]
alive [6.361641296909316 26.380453587216635]
alive [0.5009979579284284 29.77374785833836]
alive [5.8678988298150525 41.69690393645842]
alive [5.9590623711679696 38.89861080528908]
alive [9.3554424915843]
alive [5.279399401096486 18.747021833753056 48.98155957388878]
alive [6.480756435753229 28.554331375058126]
alive [6.338509807125223 49.84552055969069]
alive [2.8429424225392887 22.88155443113037 36.85644052669848 46.84347963669966]
alive [6.793401725267206 14.00042882782535 46.177368242611365]
alive [7.5969187692767255 14.470297518429756 42.12614431971006]
alive [4.450463092882304 14.37953882509722]
alive [7.844101940906364 39.5182266418575]
alive [8.932264847041099 26.294098589599958 43.87833012805151]
alive [7.865058041217938]
alive [2.4262437295370636 20.457143680843735 40.555745891424685 48.54914379929852]
alive [8.407369047031517 31.191126524215434 48.984375928945816]
alive [4.525342134386541 25.286879367972674]
alive [6.977095755322017]
alive [5.741494433669944 49.51800133486282]
alive [6.161576899573625 28.20828105464486 30.252980568775236 39.8364626990806]
alive [9.262073412557237 21.685721244047343 47.52493007223527]
alive [6.118086641976185 12.120991074605621]
alive [7.071037285584986 21.864928779339206]
alive [6.827825544374276 37.49501029071766]
alive [0.8753691625814087 19.277494803876454 37.60843669789843 49.16532446588298]
alive [8.105752435757486 14.763872088237784]
alive [8.081696552972566 23.989249064338683]
alive [4.826047397996553 15.291890874320368 25.539317848574065 44.24000792983788]
alive [5.2931114781126345 16.75524690217031 29.03371814146214 43.14511856282617]
alive [6.783222834894968]
alive [8.794920865126063 48.42722527364858]
alive [6.635825530616747 37.97448533197679]
alive [0.33284924090593954 3.3207315735518144 31.107779314545777]
alive [7.4866634377986765 33.23909583380492 45.694818793558916]
alive [7.664078469379979 41.75708848877026 44.62729047606961]
alive [6.836585202876974 22.590074923821458 47.239887215441684]
alive [8.2324713931101 32.07845404166686]
alive [8.702654340177112 33.01870129089306 39.8466968954639]
alive [6.981579657968869 45.45424010209435]
alive [7.061276022462192 28.17350059632113]
alive [7.543302887963015 30.628067571786115]
alive [8.353404444549437 45.46173835566486]
alive [5.990257169494381 31.939658791977863 42.277317485058674 46.72261213138502]
alive [3.8909323661885744 27.962086168524596 45.42368168702117]
alive [5.660240093338514 48.824042237888854]
alive [8.719414210996696 45.79486252879081]
alive [7.424064458260121 37.788181653025845]
alive [7.580285859931419 44.09453021950031]
alive [9.72946364820869 22.13878510726436 40.102132331893216]
alive [4.8721158033716785 16.780823936598743 42.81176798320426]
